CPU: ID 0x306a9, Processor Type 0x0, Family 0x6, Model 0x3a, Stepping 0x9
Northbridge: 8086:0158 (3rd generation (Ivy Bridge family) Core Processor (Xeon E3 v2))
Southbridge: 8086:1c4a (H67)
IGD: 8086:016a (Intel(R) HD 4000 Graphics)

============= GPIOS =============

GPIOBASE = 0x0500 (IO)

gpiobase+0x0000: 0xb943b1c3 (GPIO_USE_SEL)
gpiobase+0x0000: 0xb96ba1ff (GPIO_USE_SEL) DEFAULT
gpiobase+0x0000: 0x0028103c (GPIO_USE_SEL) DIFF
gpiobase+0x0004: 0x8eff6ec3 (GP_IO_SEL)
gpiobase+0x0004: 0xf6ff6eff (GP_IO_SEL) DEFAULT
gpiobase+0x0004: 0x7800003c (GP_IO_SEL) DIFF
gpiobase+0x0008: 0x00000000 (RESERVED)
gpiobase+0x000c: 0xe8fb6fff (GP_LVL)
gpiobase+0x000c: 0x02fe0100 (GP_LVL) DEFAULT
gpiobase+0x000c: 0xea056eff (GP_LVL) DIFF
gpiobase+0x0010: 0x00000000 (RESERVED)
gpiobase+0x0014: 0x00000000 (RESERVED)
gpiobase+0x0018: 0x00040000 (GPO_BLINK)
gpiobase+0x001c: 0x00000000 (GP_SER_BLINK)
gpiobase+0x0020: 0x00080000 (GP_SB_CMDSTS)
gpiobase+0x0024: 0x00000000 (GP_SB_DATA)
gpiobase+0x0028: 0x0000     (GPI_NMI_EN)
gpiobase+0x002a: 0x0000     (GPI_NMI_STS)
gpiobase+0x002c: 0x00002000 (GPI_INV)
gpiobase+0x002c: 0x00000000 (GPI_INV) DEFAULT
gpiobase+0x002c: 0x00002000 (GPI_INV) DIFF
gpiobase+0x0030: 0x02020007 (GPIO_USE_SEL2)
gpiobase+0x0030: 0x020300ff (GPIO_USE_SEL2) DEFAULT
gpiobase+0x0030: 0x000100f8 (GPIO_USE_SEL2) DIFF
gpiobase+0x0034: 0x1f56ff34 (GP_IO_SEL2)
gpiobase+0x0034: 0x1f57fff4 (GP_IO_SEL2) DEFAULT
gpiobase+0x0034: 0x000100c0 (GP_IO_SEL2) DIFF
gpiobase+0x0038: 0xbcff7f0f (GP_LVL2)
gpiobase+0x0038: 0xa4aa0007 (GP_LVL2) DEFAULT
gpiobase+0x0038: 0x58557f08 (GP_LVL2) DIFF
gpiobase+0x003c: 0x00000000 (RESERVED)
gpiobase+0x0040: 0x00000130 (GPIO_USE_SEL3)
gpiobase+0x0044: 0x00000ff0 (GP_IO_SEL3)
gpiobase+0x0048: 0x00000dff (GP_LVL3)
gpiobase+0x0048: 0x000000c0 (GP_LVL3) DEFAULT
gpiobase+0x0048: 0x00000d3f (GP_LVL3) DIFF
gpiobase+0x004c: 0x00000000 (GPI_INV2)
gpiobase+0x0050: 0x00000000 (RESERVED)
gpiobase+0x0054: 0x00000000 (RESERVED)
gpiobase+0x0058: 0x00000000 (RESERVED)
gpiobase+0x005c: 0x00000000 (RESERVED)
gpiobase+0x0060: 0x00000000 (GP_RST_SEL1)
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1) DEFAULT
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1) DIFF
gpiobase+0x0064: 0x00000000 (GP_RST_SEL2)
gpiobase+0x0068: 0x00000000 (GP_RST_SEL3)
gpiobase+0x006c: 0x00000000 (RESERVED)
gpiobase+0x0070: 0x00000000 (RESERVED)
gpiobase+0x0074: 0x00000000 (RESERVED)
gpiobase+0x0078: 0x00000000 (RESERVED)
gpiobase+0x007c: 0x00000000 (RESERVED)



============= RCBA ==============

RCBA = 0xfed1c000 (MEM)

0x0050: 0x812a0654
pmbase+0x0068: 0x0800     (TCO1_CNT)
pmbase+0x006a: 0x0008     (TCO2_CNT)
pmbase+0x006c: 0x0000     (TCO_MESSAGE)
pmbase+0x006e: 0x00       (TCO_WDCNT)
pmbase+0x006f: 0x00       (RESERVED)
pmbase+0x0070: 0x03       (SW_IRQ_GEN)
pmbase+0x0071: 0x00       (RESERVED)
pmbase+0x0072: 0x0032     (TCO_TMR)
pmbase+0x0074: 0x00000000 (RESERVED)
pmbase+0x0078: 0x00000000 (RESERVED)
pmbase+0x007c: 0x00000000 (RESERVED)



========== LPC/eSPI =========

Error: Dumping LPC/eSPI on this southbridge is not (yet) supported.



============= MCHBAR ============

MCHBAR = 0xfed10000 (MEM)

0x0004: 0x00001d70
0x0008: 0x00000006
0x000c: 0x00052a58
0x0010: 0x0220211f
0x0014: 0x0210231f
0x0020: 0x0001821e
0x0024: 0x0001831e
0x0030: 0x000000ff
0x0034: 0x00001112
0x010c: 0x00052a58
0x0130: 0x000000ff
0x0134: 0x00001112
0x0204: 0x00001d70
0x0208: 0x00000006
0x020c: 0x00052a58
0x0210: 0x0220221e
0x0214: 0x0230231d
0x0220: 0x00018823
0x0224: 0x00018721
0x0230: 0x000000ff
0x0234: 0x00001112
0x030c: 0x00052a58
0x0330: 0x000000ff
0x0334: 0x00001112
0x0404: 0xffffffff
0x0408: 0x0000ffff
0x040c: 0x00052a58
0x0410: 0x0250242f
0x0414: 0x0260222f
0x0420: 0x0001a03a
0x0424: 0x00019f3a
0x0430: 0x000000ff
0x0434: 0x00001112
0x050c: 0x00052a58
0x0530: 0x000000ff
0x0534: 0x00001112
0x0604: 0xffffffff
0x0608: 0x0000ffff
0x060c: 0x00052a58
0x0610: 0x0230212d
0x0614: 0x0230212d
0x0620: 0x0001a13e
0x0624: 0x00019f39
0x0630: 0x000000ff
0x0634: 0x00001112
0x070c: 0x00052a58
0x0730: 0x000000ff
0x0734: 0x00001112
0x080c: 0x00052a58
0x0830: 0x000000ff
0x0834: 0x00001112
0x090c: 0x00052a58
0x0930: 0x000000ff
0x0934: 0x00001112
0x0a00: 0x00000003
0x0a04: 0x00074245
0x0a08: 0x0007424a
0x0a0c: 0x01fe4080
0x0a10: 0x00003fff
0x0b04: 0x00074245
0x0b08: 0x0007424a
0x0b0c: 0x01fc8fc0
0x0b10: 0x00003fff
0x0c00: 0x00000003
0x0c04: 0x00073a4c
0x0c14: 0x032cb38e
0x0c1c: 0x000002ff
0x0c20: 0x0000ff00
0x0c34: 0x00001112
0x0d04: 0x00073a4c
0x0d14: 0x001c71c7
0x0d1c: 0x000002ff
0x0d20: 0x0000ffff
0x0d34: 0x00001112
0x0e00: 0x00000003
0x0e04: 0x00074245
0x0e08: 0x0007424a
0x0e0c: 0x01fe4080
0x0e10: 0x00003fff
0x0f04: 0x00074245
0x0f08: 0x0007424a
0x0f0c: 0x01fc8fc0
0x0f10: 0x00003fff
0x1004: 0xffffffff
0x1008: 0x0000ffff
0x100c: 0x00052a58
0x1010: 0x0231240c
0x1014: 0x02312509
0x1020: 0x0009bc14
0x1024: 0x0009bd15
0x1030: 0x000000ff
0x1034: 0x00001112
0x110c: 0x00052a58
0x1130: 0x000000ff
0x1134: 0x00001112
0x1204: 0xffffffff
0x1208: 0x0000ffff
0x120c: 0x00052a58
0x1210: 0x02212414
0x1214: 0x02312316
0x1220: 0x0009b20c
0x1224: 0x0009b10b
0x1230: 0x000000ff
0x1234: 0x00001112
0x130c: 0x00052a58
0x1330: 0x000000ff
0x1334: 0x00001112
0x1404: 0xffffffff
0x1408: 0x0000ffff
0x140c: 0x00052a58
0x1410: 0x02312320
0x1414: 0x0231241f
0x1420: 0x0009be16
0x1424: 0x0009be16
0x1430: 0x000000ff
0x1434: 0x00001112
0x150c: 0x00052a58
0x1530: 0x000000ff
0x1534: 0x00001112
0x1604: 0xffffffff
0x1608: 0x0000ffff
0x160c: 0x00052a58
0x1610: 0x02112229
0x1614: 0x02112228
0x1620: 0x0009b40e
0x1624: 0x0009b50f
0x1630: 0x000000ff
0x1634: 0x00001112
0x170c: 0x00052a58
0x1730: 0x000000ff
0x1734: 0x00001112
0x1810: 0x24914924
0x1814: 0x0c6671e4
0x1818: 0x00000400
0x1910: 0x24914924
0x1914: 0x0c6671e4
0x1918: 0x00000400
0x4000: 0x001c8bbb
0x4004: 0x0c187476
0x4008: 0x0a042220
0x400c: 0x000058b4
0x401c: 0x00100000
0x4020: 0x00100005
0x4024: 0x20202727
0x4028: 0x000e0022
0x4034: 0x00013da9
0x4038: 0x9276fb32
0x403c: 0x49f6d5ea
0x40a8: 0x01000040
0x40ac: 0x00000040
0x40b0: 0x00000240
0x40b4: 0xffffffff
0x40b8: 0x00040000
0x40d4: 0x00000046
0x4200: 0x01460000
0x4204: 0x01000320
0x4208: 0x01000320
0x420c: 0x01060400
0x4210: 0x00000244
0x4214: 0x00000242
0x4218: 0x00000242
0x421c: 0x00000240
0x4220: 0x0001f006
0x4224: 0x0001f201
0x4228: 0x0001f105
0x422c: 0x0001f002
0x4230: 0x00282004
0x4234: 0x08281064
0x4238: 0x04281064
0x423c: 0x00280c01
0x4244: 0x000407e3
0x4248: 0x000407e3
0x4270: 0xafea29f0
0x4274: 0x6e26b829
0x4284: 0x000c0000
0x428c: 0x00000044
0x4290: 0x00004080
0x4294: 0x000098ff
0x4298: 0x6cf01860
0x429c: 0x00000218
0x42a0: 0x00001003
0x42a4: 0x41f88200
0x42ac: 0x00000001
0x4360: 0x00000320
0x4364: 0x012a4b60
0x4368: 0x00000100
0x436c: 0x00000000
0x4380: 0x00000aaa
0x4384: 0x009b6ea1
0x4388: 0x5f7003ff
0x438c: 0x551d1519
0x4400: 0x00146666
0x4404: 0x86104344
0x440c: 0x0000596a
0x441c: 0x00100000
0x4420: 0x00100005
0x4424: 0x20202020
0x4428: 0x000e0000
0x4434: 0x00029e19
0x4438: 0xb425fb12
0x443c: 0xeb83c953
0x44a8: 0x01000040
0x44ac: 0x00000040
0x44b0: 0x00000240
0x44b4: 0xffffffff
0x44b8: 0x00040000
0x44d4: 0x00000046
0x4600: 0x00060002
0x4604: 0x00060400
0x4614: 0x00000288
0x4620: 0x00000007
0x4624: 0x0001f003
0x4630: 0x000f1001
0x4634: 0x01901001
0x468c: 0x00000044
0x4690: 0x00004080
0x4694: 0x0000980f
0x4698: 0x46b41004
0x46a4: 0x0100b200
0x4780: 0x00000aaa
0x4788: 0x5f7003ff
0x478c: 0x551d1519
0x4c00: 0x001c8bbb
0x4c04: 0x0c187476
0x4c08: 0x0a042220
0x4c0c: 0x000058b4
0x4c1c: 0x00100000
0x4c20: 0x00100005
0x4c24: 0x20202727
0x4c28: 0x000e0022
0x4c34: 0x00013da9
0x4c38: 0x9276fb32
0x4c3c: 0x49f6d5ea
0x4ca8: 0x01000040
0x4cac: 0x00000040
0x4cb0: 0x00000240
0x4cb4: 0xffffffff
0x4cb8: 0x00040000
0x4cd4: 0x00000046
0x4e00: 0x01460000
0x4e04: 0x01000320
0x4e08: 0x01000320
0x4e0c: 0x01060400
0x4e10: 0x00000244
0x4e14: 0x00000242
0x4e18: 0x00000242
0x4e1c: 0x00000240
0x4e20: 0x0001f006
0x4e24: 0x0001f201
0x4e28: 0x0001f105
0x4e2c: 0x0001f002
0x4e30: 0x00282004
0x4e34: 0x08281064
0x4e38: 0x04281064
0x4e3c: 0x00280c01
0x4e44: 0x000407e3
0x4e48: 0x000407e3
0x4e70: 0xafea2aff
0x4e74: 0x6e26b9a6
0x4e84: 0x000c0000
0x4e8c: 0x00000044
0x4e90: 0x00004080
0x4e94: 0x000098ff
0x4e98: 0x6cf01860
0x4e9c: 0x00000218
0x4ea0: 0x00001003
0x4ea4: 0x41f88200
0x4eac: 0x00000001
0x4f60: 0x00000320
0x4f64: 0x012a4b60
0x4f80: 0x00000aaa
0x4f84: 0x009b6ea1
0x4f88: 0x5f7003ff
0x4f8c: 0x551d1519
0x5000: 0x00000024
0x5004: 0x00620020
0x5008: 0x00600000
0x500c: 0x00600000
0x5020: 0x00000006
0x5024: 0x00a030ce
0x5030: 0x0000019f
0x5034: 0x01080000
0x5040: 0x0000175d
0x5044: 0x3a7cb007
0x5048: 0x07eeb6f3
0x5050: 0x29771f71
0x5054: 0x1953d3fa
0x5058: 0x901045ed
0x5060: 0x000100ff
0x5064: 0x00073193
0x5074: 0x00000010
0x5080: 0x0000201a
0x5084: 0x00010898
0x5094: 0xffffffff
0x50fc: 0x0000008f
0x5400: 0xfed90001
0x5410: 0xfed91001
0x5418: 0x00000014
0x541c: 0x30000000
0x5500: 0x00100001
0x5880: 0xca9171e7
0x5888: 0x00e4dad0
0x5890: 0x00331e0e
0x5924: 0x00000010
0x5928: 0x11110f9f
0x592c: 0x0014e86a
0x5930: 0x00a00268
0x5934: 0x000d0000
0x5938: 0x000a1003
0x593c: 0x3b1e1f2c
0x5944: 0x00001ad7
0x5948: 0x00000700
0x5954: 0x00040000
0x5958: 0xe0012200
0x595c: 0x00081000
0x5960: 0x000039ca
0x5964: 0x006ceb6f
0x5968: 0x006ce7b8
0x596c: 0xa1752c32
0x5970: 0x000cfec4
0x5974: 0x000cfec4
0x5978: 0x00000022
0x597c: 0x00000022
0x5980: 0x00000021
0x5984: 0x785bb9d5
0x5990: 0x000000ff
0x5994: 0x000000ff
0x5998: 0x00070d19
0x599c: 0x00691400
0x59b0: 0x80000380
0x59b4: 0x18141494
0x59b8: 0x80000170
0x59bc: 0x18141494
0x59c0: 0x88480000
0x5c24: 0x0000c080
0x5d10: 0x2010040c
0x5d14: 0x80000000
0x5d20: 0x00000005
0x5da8: 0x00000001
0x5e00: 0x00000006
0x5e04: 0x00000006
0x5efc: 0xffff0000
0x5f00: 0x8000270f
0x5f04: 0x7530001a
0x5f08: 0x0000001a
0x5f0c: 0x4e20001a
0x5f10: 0x1f425830
0x5f14: 0x801db100
0x5f18: 0x000000fa
0x5f20: 0x5dc20000
0x5f30: 0x00040001
0x5f38: 0xdacd59a6
0x5f3c: 0x00000022
0x5f44: 0x00a00000
0x5f4c: 0x00a00000
0x5f50: 0x80000000
0x6000: 0x00000004
0x6008: 0x800000d8
0x6010: 0xfff00000
0x6014: 0x0000007f
0x6020: 0x00000001
0x6030: 0x000700b0
0x6034: 0x000700b0
0x6200: 0x88470000
0x63fc: 0x00000001
0x6410: 0x00000c00
0x6430: 0x00fac688
0x6434: 0x00fac688
0x6800: 0x80000044
0x7000: 0x80444444
0x7030: 0x00000018
0x7400: 0x09249249
0x7404: 0x00120249
0x7408: 0x01ffffff
0x740c: 0xb1207851
0x7410: 0x00000019
0x7500: 0x000f0000
0x7504: 0x000700f8
0x77fc: 0x00000001
0x7800: 0x00444444
0x7804: 0x00004444
0x7ffc: 0x00000001
 .tCK = TCK_MHZ800,
.rankmap = { 0x3, 0x0 },
.mad_dimm = { 0x620020, 0x600000 },
.mobile = 1,
.CAS = 11 /* 11 clocks = 13.750 ns */,
.tWR = 12 /* 12 clocks = 15.000 ns */,
.reg_4004_b30 = { 0, 0 },
.tFAW = 24 /* 24 clocks = 30.000 ns */,
.tWTR = 7 /* 7 clocks = 8.750 ns */,
.tCKE = 4 /* 4 clocks = 5.000 ns */,
.tRTP = 7 /* 7 clocks = 8.750 ns */,
.tRRD = 6 /* 6 clocks = 7.500 ns */,
.tRAS = 28 /* 28 clocks = 35.000 ns */,
.tCWL = 8 /* 8 clocks = 10.000 ns */,
.tRP = 11 /* 11 clocks = 13.750 ns */,
.tRCD = 11 /* 11 clocks = 13.750 ns */,
.tXPDLL = 20 /* 20 clocks = 25.000 ns */,
.tXP = 5 /* 5 clocks = 6.250 ns */,
.tAONPD = 8 /* 8 clocks = 10.000 ns */,
.tREFI = 6240 /* 6240 clocks = 7800.000 ns */,
.tRFC = 240 /* 240 clocks = 300.000 ns */,
.tMOD = 12 /* 12 clocks = 15.000 ns */,
.tXSOffset = 8 /* 8 clocks = 10.000 ns */,
.reg5064b0 = 0x193,
.channel_size_mb = { ?, 0 },
/* CH0S0: 8192 MiB  */
/* SPD matching current mode:  */
/* CH0S0  */
00: 92 11 0b 03 04 00 00 09 03 52 01 08 0a 00 80 00 
10: 6e 78 6e 3c 6e 11 18 81 60 09 46 46 00 f0 00 00 
20: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
30: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 65 00 
40: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
50: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
60: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
70: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 51 da 
80: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
90: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 




============= EPBAR =============

EPBAR = 0xfed19000 (MEM)

0x0000: 0x04010002
0x0004: 0x00000001
0x0010: 0x00000001
0x0014: 0x80000001
0x001c: 0x00008001
0x0020: 0x81000002
0x0040: 0x00010005
0x0044: 0x00010501
0x0050: 0x01010001
0x0058: 0xfed18000
0x0060: 0x02010003
0x0068: 0x00008000
0x0070: 0x03000002
0x0080: 0x04000002
0x0090: 0x05000002



============= DMIBAR ============

DMIBAR = 0xfed18000 (MEM)

0x0000: 0x04010002
0x0004: 0x00000001
0x0010: 0x00000001
0x0014: 0x80000019
0x001c: 0x00008001
0x0020: 0x81000022
0x0028: 0x00000001
0x002c: 0x82000044
0x0034: 0x00008000
0x0038: 0x87000080
0x0040: 0x08010005
0x0044: 0x01010202
0x0050: 0x00020001
0x0058: 0xfed1c000
0x0060: 0x00010001
0x0068: 0xfed19000
0x0080: 0x00010006
0x0084: 0x0041ac42
0x0088: 0x00420003
0x0098: 0x00000002
0x00f0: 0x00000800
0x00f4: 0x00050020
0x00fc: 0x00100001
0x01c0: 0x00010001
0x01cc: 0x00060010
0x01d4: 0x00002000
0x01f8: 0x00010000
0x01fc: 0x7ca01000
0x0200: 0x80000000
0x0204: 0x00f78000
0x0208: 0x000004b0
0x0214: 0x000a000f
0x0218: 0x0ca30b0f
0x021c: 0x0b100b10
0x0224: 0x97410007
0x022c: 0x00c2403c
0x0230: 0x2800000c
0x0234: 0x4abcb5bc
0x0238: 0x202c02c3
0x0250: 0x08d00320
0x0254: 0x000c0f10
0x0258: 0x60000600
0x025c: 0x14084c60
0x0300: 0x00cd09f6
0x0304: 0x00dd0a36
0x0308: 0x000c0040
0x030c: 0x00d805d3
0x0310: 0x00d905d4
0x0314: 0x000c0000
0x0318: 0x00e40b44
0x031c: 0x00f40b84
0x0320: 0x30073007
0x0324: 0x30083008
0x032c: 0x000c0028
0x0330: 0x000c0000
0x0334: 0x000c0028
0x0338: 0x000c0000
0x0344: 0x000c0028
0x0348: 0x000b0000
0x039c: 0x00100040
0x03b8: 0x007605ab
0x03bc: 0x008605eb
0x03d8: 0x00110041
0x03dc: 0x00210081
0x0400: 0x1401000b
0x0404: 0x0c000001
0x0408: 0x0010100d
0x040c: 0x02800063
0x0410: 0x00000003
0x0414: 0x00000002
0x0418: 0x00000001
0x041c: 0x00800000
0x0428: 0x00400002
0x0438: 0x0000000f
0x0440: 0x000e0b00
0x0448: 0xffff0000
0x044c: 0xffff0000
0x0468: 0x06000084
0x046c: 0x00000f00
0x0470: 0xabc2d6bc
0x0474: 0x0000ffff
0x0490: 0x10000000
0x04b8: 0x000000fa
0x04bc: 0x0000c8c8
0x0508: 0x00000001
0x0530: 0x29b615f8
0x0534: 0xe77a20fe
0x0560: 0x00000200
0x0700: 0x45fb9008
0x0720: 0x45fb9008
0x0804: 0x00000001
0x0900: 0x50000000
0x0904: 0x2a1846ec
0x0908: 0x51ffffff
0x090c: 0x00000128
0x0910: 0x00004300
0x0914: 0x98200280
0x091c: 0x00020000
0x0920: 0x50000000
0x0924: 0x2a1846ec
0x0928: 0x51ffffff
0x092c: 0x00000128
0x0930: 0x00004300
0x0934: 0x98200280
0x093c: 0x00020000
0x0a00: 0x03242018
0x0a04: 0x0c0718f0
0x0a08: 0x06208300
0x0a10: 0x03242018
0x0a14: 0x0c0718f0
0x0a18: 0x06208300
0x0a20: 0x03242018
0x0a24: 0x0c0718f0
0x0a28: 0x06208300
0x0a30: 0x03242018
0x0a34: 0x0c0718f0
0x0a38: 0x06208300
0x0a3c: 0x00000080
0x0b80: 0x00000200
0x0b98: 0x00001c20
0x0ba4: 0x0000000a
0x0ba8: 0x00e00014
0x0c00: 0x07700c08
0x0c04: 0x2e680008
0x0c08: 0x100c5843
0x0c0c: 0x16063400
0x0c10: 0x00000100
0x0c14: 0x0e004000
0x0c18: 0x00000054
0x0c1c: 0xa0202000
0x0c24: 0xa0840080
0x0c28: 0x0003a091
0x0c30: 0x40024000
0x0c38: 0x18000402
0x0c40: 0x00003ff1
0x0c44: 0x00003ff2
0x0c4c: 0x00000231
0x0c50: 0x00000020
0x0ccc: 0x00000001
0x0cd4: 0xff0000ff
0x0cd8: 0x00005000
0x0cdc: 0xc1ff0113
0x0d10: 0xffff0000
0x0d14: 0xffff0000
0x0d1c: 0x00000040
0x0d34: 0x0000005f
0x0d6c: 0x400204e0
0x0d70: 0x8000abf5
0x0d74: 0x000146ec
0x0d78: 0x0000043a
0x0d7c: 0x0002000f
0x0d80: 0xb6e5e817
0x0d84: 0x00ff0ef1
0x0dc0: 0x3400fbc0
0x0dc4: 0x0037100a
0x0dc8: 0x00f80236
0x0dcc: 0x36200e06
0x0dd0: 0x0836b180
0x0dd4: 0x00d0a22e
0x0ddc: 0x00014a80
0x0e0c: 0x20000000
0x0e1c: 0x20000000


========= PCIEXBAR ========

PCIEXBAR: 0xf8000000

PCIe 00:01.0 extended config space:
0000: 86 80 51 01 07 04 10 00 09 00 04 06 10 00 81 00
0010: 00 00 00 00 00 00 00 00 00 01 01 00 e0 e0 00 00
0020: e0 f7 e0 f7 01 10 01 10 06 00 00 00 06 00 00 00
0030: 00 00 00 00 88 00 00 00 00 00 00 00 ff 01 12 00
0040: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0050: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0060: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0070: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0a
0080: 01 90 03 c8 08 00 00 00 0d 80 00 00 86 80 51 01
0090: 05 a0 01 00 18 02 e0 fe 00 00 00 00 00 00 00 00
00a0: 10 00 42 01 01 80 00 00 00 00 00 00 03 ad 61 02
00b0: 42 00 11 50 80 25 0c 00 00 00 40 00 00 00 00 00
00c0: 00 00 00 00 00 00 00 00 00 00 00 00 0e 00 00 00
00d0: 43 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00f0: 00 00 00 00 00 00 01 00 00 00 00 00 01 00 10 00
0100: 02 00 01 14 00 00 00 00 00 00 00 00 00 00 00 00
0110: 01 00 00 00 ff 00 00 80 00 00 00 00 00 00 00 00
0120: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0130: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0140: 05 00 41 d9 00 01 01 02 00 00 00 00 00 00 00 00
0150: 01 00 01 00 00 00 00 00 00 90 d1 fe 00 00 00 00
0160: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0170: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0180: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0190: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01c0: 01 00 01 00 00 00 00 00 00 00 00 00 10 40 06 00
01d0: 00 00 00 00 00 20 00 00 00 00 00 00 00 00 00 00
01e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01f0: 00 00 00 00 00 00 00 00 00 08 01 00 00 10 a0 7c
0200: 00 00 00 80 00 80 f4 00 b0 74 00 00 00 00 00 00
0210: 00 00 00 00 01 00 07 00 88 05 d5 03 89 05 89 05
0220: 00 00 00 00 1f 00 41 97 1c 17 00 00 3c 40 c2 00
0230: 0c 00 00 28 bc b5 bc 4a 44 05 48 20 00 00 00 00
0240: 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00
0250: 20 03 a0 08 40 39 14 00 04 06 00 60 60 40 08 14
0260: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0270: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0280: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0290: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
02f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0300: 91 04 91 00 95 04 95 00 f4 00 38 00 55 00 34 00
0310: 59 00 38 00 00 00 38 00 8d 0f c4 00 00 80 00 80
0320: 07 30 07 30 00 00 00 00 00 00 00 00 08 00 01 00
0330: 00 00 0a 00 00 00 00 00 00 00 00 00 00 00 00 00
0340: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0350: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0360: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0370: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0380: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0390: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03b0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03c0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
03f0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0400: 0b 00 01 14 01 00 00 0c 0d 00 10 04 ef 01 81 02
0410: 03 04 00 21 02 04 04 04 7f 1f 00 00 0a 0a 80 00
0420: 00 00 00 00 00 00 00 00 02 00 40 00 00 00 00 00
0430: 00 00 00 00 00 00 00 00 ff ff 00 00 00 00 00 00
0440: 00 0b 0b 00 00 00 00 00 00 00 00 00 00 00 00 00
0450: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0460: 00 00 00 00 00 00 00 00 84 00 00 06 00 0f 00 00
0470: bc d6 c2 ab ff ff 00 00 00 00 00 00 00 00 00 00
0480: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0490: 00 00 00 10 00 00 00 00 00 00 00 00 00 00 00 00
04a0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
04b0: 00 00 00 00 00 00 00 00 fa 00 00 00 c8 c8 00 00
04c0: 84 00 00 06 00 0f 00 00 bc d6 c2 ab 00 00 00 00
04d0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
04e0: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
04f0: 00 00 00 00 00 00 00 00 9c 04 70 17 89 01 88 0c
